list_date,market,industry,代號,名稱
2004-11-01,上櫃,電子通路業,3232,昱捷
2011-03-24,上櫃,通信網路業,3234,光環
2004-12-02,上櫃,電子零組件業,3236,千如
2004-09-23,上櫃,觀光餐旅,3252,海灣
2007-12-24,上櫃,半導體業,3259,鑫創
2004-10-08,上櫃,半導體業,3260,威剛
2005-01-05,上櫃,半導體業,3264,欣銓
2005-08-02,上櫃,半導體業,3265,台星科
2005-01-27,上櫃,半導體業,3268,海德威
2014-08-26,上櫃,電腦及週邊設備業,3272,東碩
2005-01-12,上櫃,電子零組件業,3276,宇環
2005-03-22,上櫃,其他業,3284,太普高
2012-07-23,上櫃,其他電子業,3285,微端
2008-01-28,上櫃,電腦及週邊設備業,3287,廣寰科
2005-04-15,上櫃,電子零組件業,3288,點晶
2004-12-28,上櫃,其他電子業,3289,宜特
2005-05-19,上櫃,電子零組件業,3290,東浦
2006-07-12,上櫃,文化創意業,3293,鈊象
2007-04-27,上櫃,電子零組件業,3294,英濟
2005-06-07,上櫃,光電業,3297,杭特
2007-05-28,上櫃,其他電子業,3303,岱稜
2005-07-05,上櫃,通信網路業,3306,鼎天
2008-06-27,上櫃,電子零組件業,3310,佳穎
2006-05-29,上櫃,其他業,3313,斐成
2007-08-09,上櫃,半導體業,3317,尼克森
2009-05-20,上櫃,電子零組件業,3322,建舜電
2007-06-25,上櫃,電腦及週邊設備業,3323,加百裕
2005-05-13,上櫃,其他電子業,3324,雙鴻
2005-08-15,上櫃,電腦及週邊設備業,3325,旭品
2008-01-24,上櫃,電子零組件業,3332,幸康
2006-06-27,上櫃,光電業,3339,泰谷
2022-03-23,上櫃,電腦及週邊設備業,3349,寶德
2005-12-08,上櫃,電子零組件業,3354,律勝
2021-04-27,上櫃,電子零組件業,3357,臺慶科
2006-06-06,上櫃,電子通路業,3360,尚立
2005-09-06,上櫃,光電業,3362,先進光
2011-02-25,上櫃,通信網路業,3363,上詮
2005-12-16,上櫃,半導體業,3372,典範
2007-12-13,上櫃,其他電子業,3373,熱映
2015-03-30,上櫃,半導體業,3374,精材
2011-10-20,上櫃,電機機械,3379,彬台
2006-02-22,上櫃,電子零組件業,3388,崇越電
2006-02-22,上櫃,電子零組件業,3390,旭軟
2007-01-09,上櫃,其他電子業,3402,漢科
2016-12-21,上櫃,電機機械,3426,台興
2022-09-08,上櫃,化學工業,3430,奇鈦科
2008-01-28,上櫃,光電業,3434,哲固
2006-07-19,上櫃,半導體業,3438,類比科
2010-10-04,上櫃,光電業,3441,聯一光
2008-09-26,上櫃,電子通路業,3444,利機
2007-12-27,上櫃,光電業,3455,由田
2008-01-28,上櫃,其他電子業,3465,進泰電子
2006-05-17,上櫃,通信網路業,3466,德晉
2025-03-25,上櫃,半導體業,3467,台灣精材
2010-06-08,上櫃,電腦及週邊設備業,3479,安勤
2006-12-18,上櫃,電腦及週邊設備業,3483,力致
2007-11-09,上櫃,電子零組件業,3484,崧騰
2007-09-29,上櫃,建材營造業,3489,森寶
2007-10-15,上櫃,光電業,3490,單井
2008-01-03,上櫃,通信網路業,3491,昇達科
2015-05-18,上櫃,電子零組件業,3492,長盛
2007-09-11,上櫃,其他電子業,3498,陽程
2006-10-19,上櫃,通信網路業,3499,環天科
2007-10-17,上櫃,其他電子業,3508,位速
2009-02-16,上櫃,電子零組件業,3511,矽瑪
2007-07-25,上櫃,建材營造業,3512,皇龍
2007-11-29,上櫃,光電業,3516,亞帝歐
2007-10-12,上櫃,電子零組件業,3520,華盈
2025-06-02,上櫃,建材營造業,3521,鴻翊
2007-10-15,上櫃,觀光餐旅,3522,御嵿
2007-11-16,上櫃,光電業,3523,迎輝
2007-11-02,上櫃,電子零組件業,3526,凡甲
2007-10-29,上櫃,半導體業,3527,聚積
2011-01-24,上櫃,半導體業,3529,力旺
2008-04-08,上櫃,光電業,3531,先益
2010-01-25,上櫃,電子零組件業,3537,堡達
2007-12-12,上櫃,電腦及週邊設備業,3540,曜越
2009-12-22,上櫃,其他電子業,3541,西柏
2008-04-18,上櫃,文化創意業,3546,宇峻
2008-03-27,上櫃,電子零組件業,3548,兆利
2008-04-15,上櫃,綠能環保,3551,世禾
2009-01-07,上櫃,其他電子業,3552,同致
2011-11-08,上櫃,半導體業,3555,博士旺
2008-04-15,上櫃,半導體業,3556,禾瑞亞
2013-12-30,上櫃,通信網路業,3558,神準
2013-12-03,上櫃,通信網路業,3564,其陽
2010-11-22,上櫃,半導體業,3567,逸昌
2008-10-23,上櫃,資訊服務業,3570,大塚
2009-01-06,上櫃,電腦及週邊設備業,3577,泓格
2010-07-09,上櫃,其他電子業,3580,友威科
2015-01-20,上櫃,半導體業,3581,博磊
2009-08-18,上櫃,其他電子業,3587,閎康
2013-05-07,上櫃,電腦及週邊設備業,3594,磐儀
2020-03-09,上櫃,電子零組件業,3597,映興
2011-01-11,上櫃,電子零組件業,3609,三一東林
2008-11-26,上櫃,電腦及週邊設備業,3611,鼎翰
2009-04-15,上櫃,光電業,3615,安可
2010-04-28,上櫃,光電業,3623,富晶通
2011-03-16,上櫃,電子零組件業,3624,光頡
2009-10-28,上櫃,電腦及週邊設備業,3625,西勝
2010-09-09,上櫃,其他電子業,3628,盈正
2020-06-01,上櫃,文化創意業,3629,地心引力
2010-04-26,上櫃,光電業,3630,新鉅科
2010-12-20,上櫃,電子零組件業,3631,晟楠
2011-01-11,上櫃,通信網路業,3632,研勤
2012-03-27,上櫃,電子零組件業,3646,艾恩特
2012-11-20,上櫃,其他電子業,3663,鑫科
2010-06-24,上櫃,通信網路業,3664,安瑞-KY
2014-12-04,上櫃,光電業,3666,光耀
2015-04-20,上櫃,通信網路業,3672,康聯訊
2012-06-29,上櫃,半導體業,3675,德微
2011-08-31,上櫃,半導體業,3680,家登
2014-03-28,上櫃,通信網路業,3684,榮昌
2010-12-08,上櫃,電機機械,3685,元創精密
2020-06-01,上櫃,數位雲端,3687,歐買尬
2012-10-18,上櫃,電子零組件業,3689,湧德
2010-11-18,上櫃,光電業,3691,碩禾
2013-11-27,上櫃,電腦及週邊設備業,3693,營邦
2014-10-01,上櫃,半導體業,3707,漢磊
1999-04-16,上櫃,電腦及週邊設備業,3709,鑫聯大投控
2017-12-29,上櫃,電子零組件業,3710,連展投控
2020-02-27,上櫃,綠能環保,3713,新晶投控
2001-03-20,上櫃,生技醫療業,4102,永日
2001-09-27,上櫃,生技醫療業,4105,東洋
2002-03-04,上櫃,生技醫療業,4107,邦特
2002-08-08,上櫃,生技醫療業,4109,加捷生醫
1999-03-06,上櫃,生技醫療業,4111,濟生
2003-07-22,上櫃,建材營造業,4113,聯上
2003-05-12,上櫃,生技醫療業,4114,健喬
2015-12-16,上櫃,生技醫療業,4116,明基醫
2003-11-05,上櫃,生技醫療業,4120,友華
2003-07-25,上櫃,生技醫療業,4121,優盛
2003-10-07,上櫃,生技醫療業,4123,晟德
2004-02-09,上櫃,生技醫療業,4126,太醫
2005-07-29,上櫃,生技醫療業,4127,天良
2006-06-09,上櫃,生技醫療業,4128,中天
2004-09-29,上櫃,生技醫療業,4129,聯合
2012-01-12,上櫃,生技醫療業,4130,健亞
2004-04-09,上櫃,生技醫療業,4131,浩泰
2010-12-29,上櫃,生技醫療業,4138,曜亞
2011-04-29,上櫃,生技醫療業,4139,馬光-KY
2015-11-23,上櫃,生技醫療業,4147,中裕
2013-05-23,上櫃,生技醫療業,4153,鈺緯
2011-12-28,上櫃,其他業,4154,樂威科-KY
2013-08-30,上櫃,生技醫療業,4157,太景*-KY
2012-09-17,上櫃,生技醫療業,4160,訊聯基因
2013-06-26,上櫃,生技醫療業,4161,聿新科
2012-09-18,上櫃,生技醫療業,4162,智擎
2012-11-15,上櫃,生技醫療業,4163,鐿鈦
2025-08-21,上櫃,生技醫療業,4166,友霖
2015-09-08,上櫃,生技醫療業,4167,松瑞藥
2012-12-18,上櫃,生技醫療業,4168,醣聯
2018-03-28,上櫃,農業科技業,4171,瑞基
2013-10-31,上櫃,生技醫療業,4173,久裕
2015-03-23,上櫃,生技醫療業,4174,浩鼎
2014-04-23,上櫃,生技醫療業,4175,杏一
2017-03-09,上櫃,生技醫療業,4183,福永生技
2015-03-24,上櫃,生技醫療業,4188,安克
2014-10-28,上櫃,生技醫療業,4192,杏國
2014-12-23,上櫃,生技醫療業,4198,欣大健康
1999-01-31,上櫃,食品工業,4205,中華食
2000-01-21,上櫃,食品工業,4207,環泰
1999-03-10,上櫃,塑膠工業,4303,信立
2000-01-27,上櫃,塑膠工業,4304,勝昱
2000-09-28,上櫃,塑膠工業,4305,世坤
1996-05-09,上櫃,紡織纖維,4401,東隆興
1997-07-23,上櫃,紡織纖維,4402,郡都開發
1999-01-14,上櫃,紡織纖維,4406,新昕纖
1999-07-29,上櫃,紡織纖維,4413,飛寶企業
2000-05-06,上櫃,建材營造業,4416,三圓
2000-11-07,上櫃,紡織纖維,4417,金洲
2001-06-26,上櫃,觀光餐旅,4419,皇家美食
2002-04-18,上櫃,紡織纖維,4420,光明
2011-06-09,上櫃,其他業,4430,耀億
2012-11-26,上櫃,紡織纖維,4432,銘旺實
2014-11-03,上櫃,紡織纖維,4433,興采
2023-11-29,上櫃,紡織纖維,4442,竣邦-KY
1995-12-12,上櫃,電機機械,4502,健信
1996-12-19,上櫃,電機機械,4503,金雨
1997-12-06,上櫃,電機機械,4506,崇友
1998-02-24,上櫃,電機機械,4510,高鋒
1998-03-25,上櫃,電機機械,4513,福裕
1999-11-22,上櫃,電機機械,4523,永彰
2000-09-28,上櫃,電機機械,4527,方土霖
2001-02-12,上櫃,電機機械,4528,江興鍛
2001-05-04,上櫃,其他業,4529,淳紳
2001-04-30,上櫃,觀光餐旅,4530,宏易
2002-04-26,上櫃,電機機械,4533,協易機
2003-03-31,上櫃,電機機械,4534,慶騰
2003-04-16,上櫃,電機機械,4535,至興
2019-01-15,上櫃,電機機械,4538,大詠城
2014-07-22,上櫃,其他業,4541,晟田
2014-08-25,上櫃,電子零組件業,4542,科嶠
2016-03-15,上櫃,電機機械,4543,萬在
2014-11-27,上櫃,電機機械,4549,桓達
2015-03-18,上櫃,電機機械,4550,長佳
2016-08-05,上櫃,其他電子業,4554,橙的
2015-12-22,上櫃,其他業,4556,旭然
2022-03-17,上櫃,電機機械,4558,寶緯
2018-06-11,上櫃,電機機械,4561,健椿
2018-07-12,上櫃,電機機械,4563,百德
2018-10-03,上櫃,電機機械,4568,科際精密
2022-06-14,上櫃,其他電子業,4577,達航科技
2020-01-06,上櫃,電機機械,4580,捷流閥業
2022-10-05,上櫃,電機機械,4584,君帆
2000-05-19,上櫃,居家生活,4609,唐鋒
1995-04-21,上櫃,居家生活,4702,中美實
1998-04-17,上櫃,化學工業,4706,大恭
1998-05-20,上櫃,化學工業,4707,磐亞
1999-02-24,上櫃,化學工業,4711,永純
2000-03-27,上櫃,化學工業,4714,永捷
2000-03-27,上櫃,化學工業,4716,大立
2001-03-09,上櫃,化學工業,4721,美琪瑪
2013-12-25,上櫃,生技醫療業,4726,永昕
2012-01-10,上櫃,生技醫療業,4728,雙美
2009-02-24,上櫃,光電業,4729,熒茂
2011-08-16,上櫃,生技醫療業,4735,豪展
2017-09-26,上櫃,化學工業,4741,泓瀚
2011-09-23,上櫃,生技醫療業,4743,合一
2018-07-12,上櫃,生技醫療業,4744,皇將
2013-01-30,上櫃,生技醫療業,4745,合富-KY
2013-12-25,上櫃,生技醫療業,4747,強生
2025-01-17,上櫃,半導體業,4749,新應材
2016-09-28,上櫃,化學工業,4754,國碳科
2019-03-21,上櫃,其他電子業,4760,勤凱
2018-10-29,上櫃,化學工業,4767,誠泰科技
2022-04-13,上櫃,化學工業,4768,晶呈科技
2024-09-20,上櫃,化學工業,4772,台特化
2015-12-04,上櫃,觀光餐旅,4804,大略-KY
2016-03-09,上櫃,文化創意業,4806,桂田文創
2001-05-14,上櫃,通信網路業,4903,聯光通
2001-12-07,上櫃,通信網路業,4905,台聯電
2002-03-04,上櫃,建材營造業,4907,富宇
2002-02-27,上櫃,通信網路業,4908,前鼎
2002-11-28,上櫃,通信網路業,4909,新復興
2011-03-21,上櫃,生技醫療業,4911,德英
2022-03-14,上櫃,半導體業,4923,力士
2011-10-18,上櫃,電腦及週邊設備業,4924,欣厚-KY
2019-09-17,上櫃,電腦及週邊設備業,4931,新盛力
2010-05-04,上櫃,光電業,4933,友輝
2011-09-19,上櫃,電子零組件業,4939,亞電
2011-06-10,上櫃,文化創意業,4946,辣椒
2012-04-27,上櫃,鋼鐵工業,4950,金耘國際
2022-11-03,上櫃,半導體業,4951,精拓科
2014-01-08,上櫃,資訊服務業,4953,緯軟
2011-09-13,上櫃,半導體業,4966,譜瑞-KY
2013-07-24,上櫃,半導體業,4971,IET-KY
2013-06-17,上櫃,光電業,4972,湯石照明
2012-06-19,上櫃,半導體業,4973,廣穎
2011-11-29,上櫃,電子零組件業,4974,亞泰
2011-12-12,上櫃,通信網路業,4979,華星光
2012-03-21,上櫃,電腦及週邊設備業,4987,科誠
2014-09-15,上櫃,半導體業,4991,環宇-KY
2012-05-09,上櫃,光電業,4995,晶達
1998-10-17,上櫃,鋼鐵工業,5009,榮剛
1999-05-06,上櫃,鋼鐵工業,5011,久陽
2000-05-08,上櫃,鋼鐵工業,5013,強新
2001-02-15,上櫃,鋼鐵工業,5014,建錩
2000-12-15,上櫃,鋼鐵工業,5015,華祺
2001-03-05,上櫃,鋼鐵工業,5016,松和
2000-10-12,上櫃,資訊服務業,5201,凱衛
2000-10-18,上櫃,資訊服務業,5202,力新
2001-05-14,上櫃,綠能環保,5205,中茂
2001-10-08,上櫃,建材營造業,5206,坤悅
2002-02-25,上櫃,其他業,5209,新鼎
2002-04-25,上櫃,資訊服務業,5210,寶碩
2002-12-23,上櫃,資訊服務業,5211,蒙恬
2003-03-24,上櫃,資訊服務業,5212,凌網
2003-04-24,上櫃,建材營造業,5213,亞昕
2018-04-26,上櫃,光電業,5220,萬達光電
2018-07-02,上櫃,電腦及週邊設備業,5223,安力-KY
2013-12-09,上櫃,電子零組件業,5227,立凱-KY
2022-05-20,上櫃,電子零組件業,5228,鈺鎧
2012-06-05,上櫃,光電業,5230,雷笛克光學
2021-07-29,上櫃,半導體業,5236,凌陽創新
2015-05-25,上櫃,光電業,5245,智晶
2012-11-26,上櫃,光電業,5251,天鉞電
2012-12-18,上櫃,文化創意業,5263,智崴
2013-05-30,上櫃,半導體業,5272,笙科
2013-04-30,上櫃,半導體業,5274,信驊
2014-06-12,上櫃,其他業,5276,達輝-KY
2013-06-04,上櫃,數位雲端,5278,尚凡*
2014-01-20,上櫃,數位雲端,5287,數字
2013-11-27,上櫃,電腦及週邊設備業,5289,宜鼎
2014-12-23,上櫃,電子零組件業,5291,邑昇
2018-01-23,上櫃,半導體業,5299,杰力
1990-06-25,上櫃,觀光餐旅,5301,寶得利
1991-01-17,上櫃,半導體業,5302,太欣
1996-03-18,上櫃,電子零組件業,5309,系統電
1996-04-09,上櫃,資訊服務業,5310,天剛
1996-05-25,上櫃,生技醫療業,5312,寶島科
1996-09-16,上櫃,其他業,5314,世紀*
1996-11-02,上櫃,光電業,5315,光聯
1996-12-30,上櫃,數位雲端,5321,美而快
1997-01-30,上櫃,建材營造業,5324,士開
1997-08-28,上櫃,電子零組件業,5328,華容
1998-01-20,上櫃,電子零組件業,5340,建榮
1998-03-23,上櫃,半導體業,5344,立衛
1998-03-23,上櫃,其他業,5345,馥鴻
1998-03-25,上櫃,半導體業,5347,世界
2025-06-02,上櫃,運動休閒,5348,正能量智能
1998-05-15,上櫃,半導體業,5351,鈺創
1998-05-18,上櫃,通信網路業,5353,台林
1998-06-23,上櫃,電子零組件業,5355,佳總
1998-07-20,上櫃,電腦及週邊設備業,5356,協益
2013-08-26,上櫃,觀光餐旅,5364,力麗店
1999-01-20,上櫃,光電業,5371,中光電
1999-03-19,上櫃,電子零組件業,5381,合正
1999-05-13,上櫃,電腦及週邊設備業,5386,青雲
1999-06-14,上櫃,光電業,5392,能率
1999-10-11,上櫃,其他業,5398,慕康生醫
1999-10-15,上櫃,資訊服務業,5403,中菲
1999-11-26,上櫃,資訊服務業,5410,國眾
2000-02-21,上櫃,半導體業,5425,台半
2000-02-09,上櫃,電腦及週邊設備業,5426,振發
2000-03-21,上櫃,綠能環保,5432,新門
2000-06-17,上櫃,電腦及週邊設備業,5438,東友
2000-06-26,上櫃,電子零組件業,5439,高技
1998-02-09,上櫃,半導體業,5443,均豪
2020-06-01,上櫃,其他業,5450,南良
2000-10-02,上櫃,其他電子業,5452,佶優
2000-10-19,上櫃,建材營造業,5455,昇益
2000-09-29,上櫃,電子零組件業,5457,宣德
2000-09-28,上櫃,電子零組件業,5460,同協
2000-11-08,上櫃,電子零組件業,5464,霖宏
2000-11-08,上櫃,電腦及週邊設備業,5465,富驊
2001-01-17,上櫃,半導體業,5468,凱鈺
2001-03-20,上櫃,電腦及週邊設備業,5474,聰泰
2001-01-16,上櫃,電子零組件業,5475,德宏
2001-03-29,上櫃,文化創意業,5478,智冠
2020-06-01,上櫃,其他業,5481,新華
2001-03-02,上櫃,半導體業,5483,中美晶
2001-02-20,上櫃,半導體業,5487,通泰
2001-03-12,上櫃,電子零組件業,5488,松普
2001-03-12,上櫃,其他電子業,5489,彩富
2001-05-14,上櫃,電腦及週邊設備業,5490,同亨
2001-05-03,上櫃,其他電子業,5493,三聯
2001-03-29,上櫃,電子零組件業,5498,凱崴
1998-05-13,上櫃,建材營造業,5508,永信建
1998-12-09,上櫃,建材營造業,5511,德昌
1998-12-04,上櫃,建材營造業,5512,力麒
1998-12-29,上櫃,建材營造業,5514,三豐
1999-03-23,上櫃,建材營造業,5516,雙喜
1999-10-27,上櫃,建材營造業,5520,力泰
1999-12-27,上櫃,建材營造業,5523,豐謙
1996-01-12,上櫃,建材營造業,5529,鉅陞
2000-10-04,上櫃,其他業,5530,龍巖
2010-11-10,上櫃,其他電子業,5536,聖暉*
2016-05-09,上櫃,建材營造業,5543,桓鼎-KY
2024-03-18,上櫃,建材營造業,5548,安倉
1994-11-24,上櫃,航運業,5601,台聯櫃
1997-01-25,上櫃,航運業,5603,陸海
1997-05-22,上櫃,其他業,5604,中連
2001-10-15,上櫃,航運業,5609,中菲行
1998-03-12,上櫃,觀光餐旅,5701,劍湖山
1999-06-15,上櫃,觀光餐旅,5703,亞都
1999-12-21,上櫃,觀光餐旅,5704,老爺知
2018-04-02,上櫃,金融保險業,5864,致和證
2014-10-28,上櫃,金融保險業,5878,台名
1998-02-07,上櫃,居家生活,5902,德記
2002-02-25,上櫃,居家生活,5903,全家
2002-09-06,上櫃,居家生活,5904,寶雅
2003-06-17,上櫃,觀光餐旅,5905,南仁湖
1996-07-25,上櫃,金融保險業,6015,宏遠證
1996-12-04,上櫃,金融保險業,6016,康和證
2003-01-23,上櫃,金融保險業,6020,大展證
2003-04-21,上櫃,金融保險業,6021,美好證
2007-11-28,上櫃,金融保險業,6023,元大期
2016-01-27,上櫃,金融保險業,6026,福邦證
2001-03-29,上櫃,文化創意業,6101,寬魚國際
2001-05-07,上櫃,半導體業,6103,合邦
2001-05-22,上櫃,半導體業,6104,創惟
2001-07-26,上櫃,通信網路業,6109,亞元
2001-08-08,上櫃,文化創意業,6111,大宇資
2001-08-10,上櫃,電子通路業,6113,亞矽
2001-09-27,上櫃,電子零組件業,6114,久威
2001-10-25,上櫃,電子通路業,6118,建達
2001-11-27,上櫃,電腦及週邊設備業,6121,新普
2000-07-14,上櫃,電機機械,6122,擎邦
2002-01-23,上櫃,資訊服務業,6123,上奇
2002-03-19,上櫃,電子零組件業,6124,業強
2002-01-23,上櫃,光電業,6125,廣運
2002-01-18,上櫃,電子零組件業,6126,信音
2002-01-10,上櫃,電子零組件業,6127,九豪
2001-12-25,上櫃,半導體業,6129,普誠
2002-03-26,上櫃,生技醫療業,6130,上亞科技
2002-01-08,上櫃,電子零組件業,6134,萬旭
2002-01-18,上櫃,半導體業,6138,茂達
2002-02-04,上櫃,資訊服務業,6140,訊達
2002-01-28,上櫃,通信網路業,6143,振曜
2002-01-23,上櫃,文化創意業,6144,得利影
2002-01-23,上櫃,其他電子業,6146,耕興
2002-01-31,上櫃,半導體業,6147,頎邦
2002-02-01,上櫃,資訊服務業,6148,驊宏資
2002-03-11,上櫃,電腦及週邊設備業,6150,撼訊
2002-02-25,上櫃,其他電子業,6151,晉倫
2002-02-18,上櫃,電子通路業,6154,順發
2002-02-19,上櫃,電子零組件業,6156,松上
2002-02-19,上櫃,電子零組件業,6158,禾昌
2002-03-01,上櫃,電腦及週邊設備業,6160,欣技
2002-03-01,上櫃,電腦及週邊設備業,6161,捷波
2002-03-19,上櫃,通信網路業,6163,華電網
2002-03-26,上櫃,光電業,6167,久正
2002-03-22,上櫃,文化創意業,6169,昱泉
2002-04-16,上櫃,通信網路業,6170,統振
2002-04-22,上櫃,建材營造業,6171,大城地產
2002-04-19,上櫃,電子零組件業,6173,信昌電
2002-05-02,上櫃,電子零組件業,6174,安碁
2002-06-10,上櫃,電子零組件業,6175,立敦
2002-05-17,上櫃,其他業,6179,亞通
2002-05-21,上櫃,文化創意業,6180,橘子
2002-05-16,上櫃,半導體業,6182,合晶
2002-08-09,上櫃,電子零組件業,6185,幃翔
2002-08-02,上櫃,建材營造業,6186,新潤
2002-09-27,上櫃,半導體業,6187,萬潤
2002-08-27,上櫃,電腦及週邊設備業,6188,廣明
1998-02-04,上櫃,通信網路業,6190,萬泰科
2002-12-05,上櫃,電子零組件業,6194,育富
2002-10-21,上櫃,居家生活,6195,詩肯
2002-12-26,上櫃,建材營造業,6198,瑞築
2016-10-07,上櫃,其他業,6199,天品
2002-12-26,上櫃,電子零組件業,6203,海韻電
2002-11-13,上櫃,電子零組件業,6204,艾華
2002-12-23,上櫃,電子零組件業,6207,雷科
2002-12-23,上櫃,半導體業,6208,日揚
2003-02-14,上櫃,電子零組件業,6210,慶生
2002-12-26,上櫃,建材營造業,6212,理銘
2003-01-09,上櫃,電子零組件業,6217,中探針
2003-01-14,上櫃,通信網路業,6218,豪勉
2003-02-26,上櫃,建材營造業,6219,富旺
2003-01-09,上櫃,電子零組件業,6220,岳豐
2003-01-06,上櫃,資訊服務業,6221,晉泰
2003-01-09,上櫃,光電業,6222,立軒
2003-01-06,上櫃,半導體業,6223,旺矽
2003-01-14,上櫃,電子通路業,6227,茂綸
2003-01-21,上櫃,電腦及週邊設備業,6228,全譜
2003-01-14,上櫃,半導體業,6229,研通
2003-01-23,上櫃,資訊服務業,6231,系微
2003-02-20,上櫃,半導體業,6233,旺玖
2003-03-12,上櫃,光電業,6234,高僑
2003-03-31,上櫃,其他業,6236,中湛
2003-04-21,上櫃,半導體業,6237,驊訊
2003-05-30,上櫃,資訊服務業,6240,松崗
2003-04-08,上櫃,通信網路業,6241,易通展
2003-04-23,上櫃,生技醫療業,6242,立康
2003-05-15,上櫃,光電業,6244,茂迪
2003-05-19,上櫃,通信網路業,6245,立端
2003-06-18,上櫃,光電業,6246,臺龍
2003-09-03,上櫃,鋼鐵工業,6248,沛波
2003-09-17,上櫃,電子零組件業,6259,百徽
2004-03-29,上櫃,半導體業,6261,久元
2003-09-17,上櫃,通信網路業,6263,普萊德
2004-02-24,上櫃,建材營造業,6264,富裔
2003-10-24,上櫃,電子通路業,6265,方土昶
2004-04-29,上櫃,電子零組件業,6266,泰詠
2003-09-17,上櫃,電子通路業,6270,倍微
2003-12-18,上櫃,電子零組件業,6274,台燿
2004-12-23,上櫃,電子零組件業,6275,元山
2003-10-30,上櫃,電腦及週邊設備業,6276,安鈦克
2003-11-26,上櫃,電子零組件業,6279,胡連
2004-06-29,上櫃,電子零組件業,6284,佳邦
2005-06-03,上櫃,電子零組件業,6290,良維
2004-01-28,上櫃,半導體業,6291,沛亨
2003-11-26,上櫃,電子零組件業,6292,迅德
2004-01-13,上櫃,文化創意業,6294,智基
2014-03-11,上櫃,半導體業,6411,晶焱
2015-10-08,上櫃,通信網路業,6417,韋僑
2019-02-18,上櫃,電子零組件業,6418,詠昇
2014-12-29,上櫃,光電業,6419,京晨科
2019-01-18,上櫃,電機機械,6425,易發
2015-05-20,上櫃,電子零組件業,6432,今展科
2016-01-07,上櫃,半導體業,6435,大中
2017-09-27,上櫃,電腦及週邊設備業,6441,廣錠
2018-03-28,上櫃,生技醫療業,6461,益得
2015-12-23,上櫃,半導體業,6462,神盾
2015-11-20,上櫃,通信網路業,6465,威潤
2016-03-30,上櫃,生技醫療業,6469,大樹
2015-11-03,上櫃,通信網路業,6470,宇智
2025-11-25,上櫃,電子通路業,6474,華豫寧
2016-06-13,上櫃,文化創意業,6482,弘煜科
2015-11-17,上櫃,半導體業,6485,點序
2016-09-13,上櫃,通信網路業,6486,互動
2015-09-25,上櫃,半導體業,6488,環球晶
2017-04-24,上櫃,生技醫療業,6492,生華科
2016-05-09,上櫃,半導體業,6494,九齊
2016-01-07,上櫃,生技醫療業,6496,科懋
2025-05-20,上櫃,光電業,6498,久禾光
2016-07-27,上櫃,生技醫療業,6499,益安
2011-05-03,上櫃,紡織纖維,6506,雙邦
2004-03-22,上櫃,農業科技業,6508,惠光
2004-04-12,上櫃,化學工業,6509,聚和
2016-03-24,上櫃,半導體業,6510,精測
2016-03-25,上櫃,其他電子業,6512,啟發電
2019-05-06,上櫃,資訊服務業,6516,勤崴國際
2022-12-15,上櫃,光電業,6517,保勝光學
2016-06-16,上櫃,生技醫療業,6523,達爾膚
2019-12-25,上櫃,生技醫療業,6527,明達醫
2018-01-23,上櫃,通信網路業,6530,創威
2016-09-26,上櫃,半導體業,6532,瑞耘
2016-09-26,上櫃,生技醫療業,6535,順藥
2016-10-21,上櫃,電子零組件業,6538,倉和
2016-09-08,上櫃,文化創意業,6542,隆中
2022-05-24,上櫃,通信網路業,6546,正基
2018-04-17,上櫃,生技醫療業,6547,高端疫苗
2016-09-13,上櫃,半導體業,6548,長科*
2017-10-31,上櫃,光電業,6556,勝品
2017-01-24,上櫃,光電業,6560,欣普羅
2018-06-05,上櫃,通信網路業,6561,是方
2016-12-28,上櫃,半導體業,6568,宏觀
2016-12-21,上櫃,生技醫療業,6569,醫揚
2017-12-11,上櫃,電腦及週邊設備業,6570,維田
2017-09-04,上櫃,生技醫療業,6574,霈方
2018-06-29,上櫃,生技醫療業,6576,逸達
2017-03-21,上櫃,電腦及週邊設備業,6577,勁豐
2018-09-18,上櫃,農業科技業,6578,達邦蛋白
2023-05-18,上櫃,電子零組件業,6584,南俊國際
2020-07-01,上櫃,通信網路業,6588,東典光電
2018-12-24,上櫃,資訊服務業,6590,普鴻
2017-11-03,上櫃,資訊服務業,6593,台灣銘板
2018-01-04,上櫃,文化創意業,6596,寬宏藝術
2025-05-08,上櫃,電子零組件業,6597,立誠
2004-04-05,上櫃,電機機械,6603,富強鑫
2003-09-23,上櫃,電機機械,6609,瀧澤科
2018-07-18,上櫃,生技醫療業,6612,奈米醫材
2017-12-28,上櫃,其他電子業,6613,朋億*
2018-01-22,上櫃,生技醫療業,6615,慧智
2018-01-10,上櫃,居家生活,6616,特昇-KY
2024-06-18,上櫃,生技醫療業,6617,共信-KY
2025-12-23,上櫃,生技醫療業,6620,漢達
2019-05-28,上櫃,綠能環保,6624,萬年清
2019-06-06,上櫃,居家生活,6629,泰金-KY
2024-06-18,上櫃,生技醫療業,6637,醫影
2018-10-23,上櫃,半導體業,6640,均華
2019-09-23,上櫃,電子零組件業,6642,富致
2019-01-23,上櫃,半導體業,6643,M31
2019-06-05,上櫃,生技醫療業,6649,台生材
2021-02-01,上櫃,半導體業,6651,全宇昕
2018-10-23,上櫃,其他電子業,6654,天正國際
2021-01-27,上櫃,生技醫療業,6661,威健生技
2019-03-26,上櫃,生技醫療業,6662,樂斯科
2018-09-12,上櫃,電子零組件業,6664,群翊
